team_home,team_away,date,odds1,oddsX,odds2,result
Corinthians,Flamengo,2025-03-01,3.02,2.65,1.6,1
Vélez Sarsfield,Boca Juniors,2025-03-02,2.4,3.34,3.2,X
Santos,Gremio,2025-02-22,2.58,2.7,2.6,2
Santos,Gremio,2025-03-09,2.17,2.98,1.9,1
Tottenham,West Ham United,2025-04-01,2.56,3.32,1.91,?
Villarreal,Real Betis,2025-03-27,2.31,2.84,3.16,?
AC Milan,Napoli,2025-03-19,2.5,3.34,2.03,?
Bologna,Sampdoria,2025-04-06,3.17,3.06,2.57,?
Vélez Sarsfield,Boca Juniors,2025-03-26,3.39,2.79,2.93,?
Lyon,Lille,2025-04-02,3.07,2.68,1.83,?
Bayer Leverkusen,Bayern Munich,2025-04-09,1.87,3.48,2.0,?
Marseille,Nice,2025-03-27,1.82,2.79,1.93,?
Palmeiras,São Paulo,2025-03-14,2.12,2.78,2.47,2
Lyon,Lille,2025-02-17,1.97,2.63,1.63,2
Atlético Madrid,Sevilla,2025-02-20,2.21,3.48,2.16,1
Real Madrid,Valencia,2025-03-06,2.45,2.67,2.09,2
Real Sociedad,Athletic Bilbao,2025-03-09,2.31,2.89,2.69,2
Flamengo,Vasco da Gama,2025-04-06,3.14,2.55,1.73,?
Monza,Spezia,2025-03-12,2.51,2.77,2.92,1
Barcelona,Real Madrid,2025-04-05,2.26,2.95,2.44,?
AC Milan,Napoli,2025-04-09,1.99,2.73,2.89,?
Leeds United,Aston Villa,2025-04-14,1.65,2.95,2.15,?
Fiorentina,Atalanta,2025-04-09,2.86,3.42,2.59,?
Real Madrid,Valencia,2025-04-12,2.55,3.09,2.05,?
Arsenal,Tottenham,2025-03-09,1.51,2.66,2.21,1
Sassuolo,Empoli,2025-04-13,3.09,2.73,1.96,?
Barcelona,Real Madrid,2025-03-22,2.88,3.31,3.01,?
Maritimo,Boavista,2025-03-08,1.62,2.91,2.51,X
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-11,2.5,3.48,2.78,?
Corinthians,Fluminense,2025-04-02,1.76,3.34,3.27,?
Tottenham,West Ham United,2025-03-17,3.09,3.28,2.19,1
Lazio,Fiorentina,2025-02-19,1.76,2.91,1.59,2
Fluminense,Sao Paulo,2025-03-22,2.03,2.96,2.64,?
Arsenal,Tottenham,2025-02-20,3.12,3.11,1.9,2
Bologna,Sampdoria,2025-04-12,1.68,2.68,1.68,?
AC Milan,Napoli,2025-02-26,1.59,3.2,2.06,X
Manchester City,Chelsea,2025-04-10,2.74,2.94,2.9,?
Palmeiras,Corinthians,2025-02-22,2.44,2.9,3.05,2
AC Milan,Napoli,2025-04-05,1.91,3.42,2.69,?
Celtic,Rangers,2025-02-20,2.83,3.43,3.49,2
Hellas Verona,Torino,2025-02-21,2.84,3.07,2.36,2
Sevilla,Real Betis,2025-03-15,1.9,3.19,2.5,X
Hellas Verona,Torino,2025-03-15,3.35,2.74,1.6,X
Flamengo,Vasco da Gama,2025-04-04,3.15,2.69,2.24,?
Palmeiras,Corinthians,2025-04-08,1.81,3.17,2.58,?
Arsenal,Tottenham,2025-03-21,2.12,3.21,2.18,?
Sevilla,Real Betis,2025-03-29,2.75,3.14,2.61,?
Bayern Munich,Borussia Dortmund,2025-03-26,2.68,3.42,3.07,?
Persebaya,Arema FC,2025-03-01,3.27,2.87,3.33,X
Roma,Napoli,2025-03-03,3.35,3.36,2.76,2
FC Porto,Sporting CP,2025-04-12,2.52,2.67,2.05,?
Juventus,Roma,2025-03-29,1.66,2.82,2.97,?
Fiorentina,Atalanta,2025-02-16,3.18,2.93,3.18,X
AC Milan,Juventus,2025-03-29,1.93,3.33,3.12,?
Real Sociedad,Athletic Bilbao,2025-03-13,1.53,2.52,1.59,1
Udinese,Salernitana,2025-03-24,1.74,2.7,3.22,?
AC Milan,Napoli,2025-04-09,3.22,3.07,3.25,?
RB Leipzig,Wolfsburg,2025-03-20,2.91,3.14,2.93,?
Bayer Leverkusen,Bayern Munich,2025-02-25,2.87,2.88,2.27,1
Valencia,Villarreal,2025-04-10,1.79,2.51,2.6,?
Benfica,Portimonense,2025-03-06,2.53,2.5,2.25,1
Sevilla,Real Betis,2025-02-17,3.47,2.52,3.39,1
Arsenal,Tottenham,2025-03-19,2.58,2.74,3.09,?
Flamengo,Vasco da Gama,2025-03-15,1.68,2.84,3.31,1
Palmeiras,Corinthians,2025-03-16,3.48,3.11,2.24,2
Sevilla,Real Betis,2025-03-11,3.09,3.22,1.61,1
Celtic,Rangers,2025-03-13,2.75,2.81,2.8,2
Hellas Verona,Torino,2025-03-20,3.01,2.85,2.22,?
Persebaya,Arema FC,2025-03-24,3.15,3.02,2.1,?
Torino,Cagliari,2025-04-16,2.0,3.3,3.49,?
Barcelona,Atletico Madrid,2025-02-26,1.71,3.37,1.84,X
Everton,Newcastle United,2025-04-10,1.91,2.9,3.44,?
Real Sociedad,Athletic Bilbao,2025-03-04,2.5,3.43,2.28,X
Napoli,Lazio,2025-02-20,1.58,2.71,3.02,X
Fiorentina,Atalanta,2025-02-20,2.29,2.72,2.07,2
AC Milan,Juventus,2025-03-09,3.44,3.33,2.66,X
Bayern Munich,Borussia Dortmund,2025-04-16,1.55,2.83,3.43,?
Chelsea,Liverpool,2025-04-04,1.57,3.29,3.19,?
Celtic,Rangers,2025-02-25,2.49,2.99,1.7,X
FC Porto,Sporting CP,2025-03-21,3.18,2.83,2.01,?
Monza,Spezia,2025-04-10,2.84,3.32,2.93,?
Corinthians,Fluminense,2025-02-27,3.17,2.64,2.41,1
Maritimo,Boavista,2025-04-17,2.93,3.22,2.05,?
Lazio,Fiorentina,2025-04-01,2.47,2.98,3.48,?
Torino,Cagliari,2025-02-21,2.97,2.89,2.32,X
Borussia Monchengladbach,Eintracht Frankfurt,2025-02-24,2.24,3.45,3.33,2
Atlético Madrid,Sevilla,2025-04-09,2.91,2.73,3.41,?
Roma,Napoli,2025-03-27,2.59,2.9,2.67,?
Barcelona,Real Madrid,2025-02-27,3.07,2.68,3.15,X
Vélez Sarsfield,Boca Juniors,2025-03-27,2.18,3.27,1.85,?
Barcelona,Atletico Madrid,2025-03-16,2.59,2.96,3.1,1
Fluminense,Sao Paulo,2025-04-12,1.52,3.07,1.74,?
Lazio,Inter,2025-03-20,2.22,2.72,1.56,?
AC Milan,Napoli,2025-02-22,2.75,2.99,2.37,1
Manchester City,Chelsea,2025-03-06,2.21,2.63,2.78,2
Napoli,Lazio,2025-02-20,3.03,3.04,1.79,2
PSG,Lyon,2025-04-02,3.03,2.87,2.91,?
Paris Saint-Germain,Marseille,2025-04-17,2.84,3.11,3.24,?
Rangers,Aberdeen,2025-02-25,1.96,2.52,3.33,2
Lazio,Inter,2025-04-11,2.7,3.07,2.02,?
Marseille,Nice,2025-02-28,3.41,2.69,1.67,2
Corinthians,Fluminense,2025-03-20,1.89,3.27,1.53,?
Juventus,Roma,2025-02-17,2.14,3.13,3.13,2
Persebaya,Arema FC,2025-03-01,2.07,3.16,2.05,X
Rangers,Aberdeen,2025-03-03,2.05,2.54,2.9,2
Manchester City,Chelsea,2025-03-29,2.9,2.97,2.63,?
Tottenham,West Ham United,2025-03-27,2.5,3.36,2.72,?
FC Porto,Sporting CP,2025-03-13,2.83,2.66,1.52,X
Palmeiras,Corinthians,2025-03-27,1.71,3.45,1.54,?
Fluminense,Sao Paulo,2025-04-16,2.56,3.3,2.86,?
Everton,Newcastle United,2025-03-31,1.55,2.85,1.6,?
Santos,Gremio,2025-03-29,3.0,2.79,1.99,?
Bologna,Sampdoria,2025-03-09,1.76,3.01,2.06,2
PSG,Lyon,2025-03-03,2.75,3.2,1.73,2
Everton,Newcastle United,2025-04-12,2.12,3.41,1.64,?
Rangers,Aberdeen,2025-03-28,1.87,2.95,2.29,?
Tottenham,West Ham United,2025-04-11,3.01,3.04,2.39,?
Bologna,Sampdoria,2025-04-13,2.33,3.34,2.83,?
Valencia,Villarreal,2025-03-08,1.55,2.68,1.94,X
Villarreal,Real Betis,2025-03-19,2.26,2.65,2.15,?
Lazio,Fiorentina,2025-03-04,1.99,3.36,2.06,2
Barcelona,Atletico Madrid,2025-03-05,2.67,3.24,2.6,2
Boca Juniors,River Plate,2025-03-24,1.5,2.72,3.02,?
Real Madrid,Valencia,2025-02-24,2.45,2.89,3.3,1
Milan,Inter,2025-04-08,1.72,2.97,3.44,?
Bologna,Sampdoria,2025-03-12,2.42,2.96,1.8,2
Monza,Spezia,2025-04-03,1.61,3.18,2.7,?
Fluminense,Sao Paulo,2025-03-07,3.36,2.99,3.36,2
Borussia Monchengladbach,Eintracht Frankfurt,2025-02-16,3.32,3.47,2.59,2
Juventus,Roma,2025-03-10,3.46,3.37,2.9,2
Udinese,Salernitana,2025-03-05,2.39,3.43,2.46,X
Maritimo,Boavista,2025-02-24,2.26,2.52,1.91,1
Barcelona,Atletico Madrid,2025-02-26,1.88,2.61,2.62,X
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-04,3.09,3.43,2.95,1
Rangers,Aberdeen,2025-03-13,3.11,3.01,1.85,X
RB Leipzig,Wolfsburg,2025-04-15,2.7,3.1,1.93,?
Valencia,Villarreal,2025-04-06,3.29,3.23,2.53,?
Parma,Verona,2025-02-21,2.59,3.0,2.42,X
Hellas Verona,Torino,2025-03-16,2.39,3.26,2.51,1
Maritimo,Boavista,2025-03-10,2.44,3.14,2.5,1
Arsenal,Tottenham,2025-02-20,1.89,2.69,3.44,X
Leeds United,Aston Villa,2025-02-16,2.84,3.31,2.82,2
Manchester City,Chelsea,2025-03-29,1.56,3.19,2.62,?
Juventus,Roma,2025-04-04,2.04,2.53,1.56,?
Vélez Sarsfield,Boca Juniors,2025-02-16,1.84,2.6,2.96,X
Lyon,Lille,2025-03-14,1.61,3.37,1.99,2
AC Milan,Juventus,2025-03-07,1.94,2.76,2.42,1
Persebaya,Arema FC,2025-04-14,2.8,2.57,1.65,?
Real Sociedad,Athletic Bilbao,2025-03-11,2.9,3.32,1.54,1
Everton,Newcastle United,2025-03-29,2.99,2.96,1.89,?
Valencia,Villarreal,2025-03-02,1.81,2.91,2.61,X
Lyon,Lille,2025-02-17,3.27,2.5,2.58,2
Maritimo,Boavista,2025-04-05,3.01,2.51,3.1,?
Barcelona,Real Madrid,2025-02-23,2.62,3.2,2.33,1
Marseille,Nice,2025-02-18,1.8,2.87,1.63,1
Leeds United,Aston Villa,2025-03-05,2.39,2.9,2.49,2
Lazio,Fiorentina,2025-02-27,3.43,2.58,1.98,X
Lazio,Fiorentina,2025-03-08,2.27,3.45,2.92,X
Monza,Spezia,2025-03-26,1.62,2.61,2.6,?
Santos,Gremio,2025-04-16,1.77,2.75,2.38,?
Sassuolo,Empoli,2025-03-17,2.58,2.87,2.79,X
Torino,Cagliari,2025-02-24,3.15,2.66,3.15,1
Barcelona,Atletico Madrid,2025-02-23,2.96,3.35,1.51,X
Real Madrid,Valencia,2025-04-11,2.17,3.3,2.06,?
Palmeiras,Corinthians,2025-03-26,1.67,2.75,3.09,?
Lazio,Inter,2025-03-30,1.74,3.28,2.34,?
Arsenal,Tottenham,2025-04-13,2.21,2.81,2.29,?
PSG,Lyon,2025-04-05,3.0,3.43,2.24,?
Manchester City,Chelsea,2025-04-06,2.62,2.97,2.69,?
PSG,Lyon,2025-04-12,1.71,3.11,1.89,?
São Paulo,Internacional,2025-02-27,1.86,3.07,2.62,1
Fluminense,Sao Paulo,2025-04-01,3.08,2.5,2.27,?
Marseille,Nice,2025-03-21,2.51,2.88,3.28,?
Chelsea,Liverpool,2025-04-02,1.62,2.81,3.18,?
Corinthians,Flamengo,2025-02-27,2.46,3.29,3.22,1
Rangers,Aberdeen,2025-03-29,2.3,2.67,2.31,?
Flamengo,Vasco da Gama,2025-03-10,3.23,2.52,2.01,X
Valencia,Villarreal,2025-04-16,2.22,3.26,2.05,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-24,2.96,3.22,2.23,?
Lazio,Inter,2025-02-17,2.15,2.91,3.28,2
Boca Juniors,River Plate,2025-03-05,3.14,2.77,2.11,X
Lazio,Fiorentina,2025-04-10,2.25,3.36,2.1,?
Parma,Verona,2025-02-18,2.03,3.13,2.27,1
Roma,Napoli,2025-03-02,2.79,2.99,2.5,1
Manchester City,Chelsea,2025-03-09,1.89,3.12,3.34,2
AC Milan,Napoli,2025-03-01,2.98,2.53,2.41,2
Hellas Verona,Torino,2025-02-19,2.05,3.28,2.82,X
AC Milan,Napoli,2025-02-23,2.35,2.91,1.97,X
Maritimo,Boavista,2025-03-12,1.85,3.2,3.42,1
Sassuolo,Empoli,2025-04-09,2.76,3.1,1.57,?
FC Porto,Sporting CP,2025-03-07,1.68,2.62,3.3,2
Lazio,Inter,2025-04-06,2.32,3.49,3.39,?
Real Madrid,Valencia,2025-04-03,2.99,3.26,3.39,?
Real Madrid,Valencia,2025-03-21,2.26,2.91,1.57,?
Arsenal,Tottenham,2025-02-24,2.62,3.34,2.74,X
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-13,2.99,2.95,3.47,?
Barcelona,Real Madrid,2025-02-25,3.17,2.75,1.72,X
Fiorentina,Atalanta,2025-04-12,3.23,2.51,2.45,?
Flamengo,Vasco da Gama,2025-02-22,3.44,3.26,2.92,X
Palmeiras,Corinthians,2025-02-27,2.15,3.15,2.05,1
Manchester United,Manchester City,2025-04-01,2.17,2.76,1.65,?
Manchester United,Manchester City,2025-03-23,1.76,3.47,1.52,?
Celtic,Rangers,2025-02-17,3.29,2.6,3.35,X
Valencia,Villarreal,2025-03-25,3.28,3.4,1.85,?
Milan,Inter,2025-03-14,1.59,2.6,3.46,2
Marseille,Nice,2025-03-30,3.15,3.26,2.39,?
Bologna,Sampdoria,2025-03-02,1.71,3.39,1.68,X
Paris Saint-Germain,Marseille,2025-04-15,2.78,2.6,3.44,?
Juventus,Roma,2025-02-27,1.98,2.82,1.61,X
RB Leipzig,Wolfsburg,2025-03-09,3.33,3.23,2.27,1
Lazio,Fiorentina,2025-03-28,2.14,2.65,2.54,?
Celtic,Rangers,2025-02-25,2.81,3.08,1.64,X
AC Milan,Napoli,2025-02-26,2.75,2.99,1.83,1
Juventus,Roma,2025-04-09,2.75,3.2,2.03,?
Santos,Gremio,2025-03-25,3.37,3.42,1.76,?
Parma,Verona,2025-03-08,3.33,2.87,2.32,X
FC Porto,Sporting CP,2025-03-19,2.13,3.19,2.35,?
Lazio,Inter,2025-04-08,1.52,2.79,1.51,?
Lazio,Fiorentina,2025-02-22,2.45,2.72,3.4,1
Bayer Leverkusen,Bayern Munich,2025-03-07,2.94,3.2,2.08,2
Valencia,Villarreal,2025-03-20,2.45,3.34,1.69,?
Vélez Sarsfield,Boca Juniors,2025-04-02,2.35,2.54,2.54,?
Barcelona,Atletico Madrid,2025-04-01,1.56,3.22,3.41,?
Arsenal,Tottenham,2025-04-02,1.75,3.36,1.95,?
Barcelona,Atletico Madrid,2025-04-13,1.84,2.98,2.78,?
Boca Juniors,River Plate,2025-02-17,1.92,3.26,2.86,2
FC Porto,Sporting CP,2025-03-29,2.97,2.98,3.03,?
Parma,Verona,2025-04-13,2.57,2.86,2.08,?
Bayer Leverkusen,Bayern Munich,2025-04-11,3.43,3.4,1.6,?
Chelsea,Liverpool,2025-03-25,2.95,2.96,2.49,?
Chelsea,Liverpool,2025-03-08,1.66,3.37,2.57,2
Sevilla,Real Betis,2025-03-15,2.03,3.14,2.12,1
Bologna,Sampdoria,2025-04-12,1.71,2.95,2.08,?
Corinthians,Flamengo,2025-03-10,2.81,2.85,2.69,2
Bayer Leverkusen,Bayern Munich,2025-02-28,2.31,2.84,3.15,X
Benfica,Portimonense,2025-03-19,1.85,3.44,2.41,?
Napoli,Lazio,2025-04-01,2.2,3.09,2.17,?
Paris Saint-Germain,Marseille,2025-04-04,2.56,3.42,2.92,?
Everton,Newcastle United,2025-04-11,3.44,3.37,2.47,?
Marseille,Nice,2025-02-25,3.3,2.93,2.56,2
Real Sociedad,Athletic Bilbao,2025-03-10,1.85,3.1,2.25,1
Fiorentina,Atalanta,2025-02-21,1.84,3.26,1.53,2
Villarreal,Real Betis,2025-03-04,1.83,3.16,2.17,2
Corinthians,Fluminense,2025-03-09,2.06,3.06,2.8,1
Monza,Spezia,2025-03-25,3.1,2.98,2.52,?
Flamengo,Vasco da Gama,2025-02-27,2.02,2.94,3.38,X
Corinthians,Fluminense,2025-04-14,2.3,2.75,1.85,?
Juventus,Roma,2025-03-20,2.94,3.11,2.95,?
Corinthians,Fluminense,2025-03-25,2.04,2.99,1.96,?
Valencia,Villarreal,2025-04-09,3.33,2.94,2.22,?
Lyon,Lille,2025-02-21,2.57,2.53,2.5,1
AC Milan,Juventus,2025-02-20,1.95,3.2,2.99,2
Bologna,Sampdoria,2025-03-28,1.69,2.73,1.66,?
Santos,Gremio,2025-03-30,1.72,2.78,1.61,?
Corinthians,Fluminense,2025-04-03,1.77,2.91,3.23,?
Monza,Spezia,2025-02-17,3.07,2.55,2.16,X
Marseille,Nice,2025-03-21,2.66,2.94,2.01,?
Celtic,Rangers,2025-03-31,3.34,2.74,1.88,?
Marseille,Nice,2025-03-15,2.64,2.88,1.62,X
Real Sociedad,Athletic Bilbao,2025-03-16,1.71,2.81,2.65,1
Lazio,Fiorentina,2025-03-15,1.87,3.14,3.48,2
Barcelona,Atletico Madrid,2025-02-24,1.79,3.06,3.34,2
Parma,Verona,2025-03-23,1.89,2.84,2.06,?
Manchester United,Manchester City,2025-03-05,1.68,2.85,3.15,1
Parma,Verona,2025-02-17,2.77,3.1,3.38,2
Roma,Napoli,2025-04-15,3.1,2.57,1.65,?
AC Milan,Juventus,2025-04-15,2.94,3.03,3.43,?
Persebaya,Arema FC,2025-02-26,2.83,3.22,2.15,1
Sassuolo,Empoli,2025-03-17,3.17,3.28,1.54,X
Valencia,Villarreal,2025-02-26,2.25,3.49,3.45,X
Atlético Madrid,Sevilla,2025-03-15,1.67,3.38,3.04,1
Lazio,Fiorentina,2025-04-10,2.98,2.9,2.38,?
Manchester United,Manchester City,2025-03-19,2.31,3.34,2.86,?
Corinthians,Fluminense,2025-03-29,2.28,3.38,2.67,?
Palmeiras,São Paulo,2025-02-24,2.1,2.94,2.03,2
Lazio,Fiorentina,2025-03-13,3.25,3.47,3.23,1
Boca Juniors,River Plate,2025-03-25,1.58,2.71,2.09,?
Valencia,Villarreal,2025-04-04,1.63,2.53,2.21,?
Flamengo,Vasco da Gama,2025-04-15,2.52,2.94,1.95,?
Bayer Leverkusen,Bayern Munich,2025-03-20,2.63,3.44,2.16,?
AC Milan,Juventus,2025-03-10,2.94,2.9,2.78,1
Sassuolo,Empoli,2025-04-03,3.05,3.16,1.99,?
Roma,Napoli,2025-04-06,2.68,2.66,2.84,?
AC Milan,Juventus,2025-03-01,1.75,3.2,2.85,2
São Paulo,Internacional,2025-03-17,3.46,2.54,2.45,1
Palmeiras,Corinthians,2025-03-08,1.84,3.08,3.47,2
Maritimo,Boavista,2025-04-01,2.33,3.31,2.75,?
Everton,Newcastle United,2025-02-23,1.79,2.59,2.15,X
Corinthians,Flamengo,2025-03-02,1.93,2.54,2.67,X
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-12,1.6,3.12,1.54,?
Parma,Verona,2025-03-01,1.92,3.17,3.35,X
Corinthians,Flamengo,2025-03-07,1.87,3.1,2.34,2
Corinthians,Fluminense,2025-02-16,2.07,3.29,1.63,2
Bayer Leverkusen,Bayern Munich,2025-04-08,1.64,3.45,1.76,?
Bayer Leverkusen,Bayern Munich,2025-02-26,2.21,3.08,2.91,2
Fiorentina,Atalanta,2025-04-05,2.45,3.28,3.23,?
Real Madrid,Valencia,2025-03-28,1.88,3.24,2.71,?
Manchester United,Manchester City,2025-03-31,3.16,2.67,3.43,?
Sevilla,Real Betis,2025-04-15,2.09,2.65,1.9,?
Fluminense,Sao Paulo,2025-02-28,1.74,2.67,1.62,1
Palmeiras,Corinthians,2025-03-28,3.07,3.5,2.2,?
Bologna,Sampdoria,2025-03-28,2.13,3.03,2.87,?
FC Porto,Sporting CP,2025-02-26,1.89,3.07,3.41,1
Juventus,Roma,2025-03-07,3.22,2.71,3.43,2
Santos,Gremio,2025-03-28,1.67,3.47,2.2,?
Fluminense,Sao Paulo,2025-02-17,2.42,3.46,2.38,2
VfB Stuttgart,Borussia Dortmund,2025-03-16,3.0,3.5,2.04,X
FC Porto,Sporting CP,2025-02-28,2.04,2.52,3.03,2
Borussia Monchengladbach,Eintracht Frankfurt,2025-02-26,3.01,3.09,1.6,1
Rangers,Aberdeen,2025-03-26,2.59,3.4,2.91,?
Maritimo,Boavista,2025-02-28,2.49,2.55,1.83,X
Juventus,Roma,2025-03-28,2.94,3.39,2.59,?
Fiorentina,Atalanta,2025-04-02,3.04,3.46,3.26,?
Napoli,Lazio,2025-04-06,1.55,3.14,1.55,?
Napoli,Lazio,2025-03-16,3.14,2.99,1.87,1
Udinese,Salernitana,2025-03-07,1.74,2.74,1.83,X
Chelsea,Liverpool,2025-04-12,3.22,3.06,2.13,?
Valencia,Villarreal,2025-03-01,3.3,3.4,3.34,1
RB Leipzig,Wolfsburg,2025-02-26,1.65,2.9,2.49,2
Valencia,Villarreal,2025-02-24,1.5,2.65,3.32,X
Lazio,Fiorentina,2025-02-25,1.82,3.12,2.83,1
Maritimo,Boavista,2025-04-16,2.35,2.94,1.81,?
Bayern Munich,Borussia Dortmund,2025-02-17,2.1,3.41,1.59,X
Corinthians,Fluminense,2025-02-26,1.76,3.24,1.81,2
Bayer Leverkusen,Bayern Munich,2025-04-14,2.13,3.41,2.16,?
Palmeiras,São Paulo,2025-04-16,2.35,3.47,2.02,?
FC Porto,Sporting CP,2025-03-06,3.16,2.56,2.34,1
Milan,Inter,2025-03-02,3.15,3.41,2.14,X
Corinthians,Flamengo,2025-04-17,2.26,3.09,2.02,?
Lazio,Inter,2025-03-15,2.83,3.21,1.83,X
Santos,Gremio,2025-02-19,3.44,2.9,2.69,X
Milan,Inter,2025-02-25,1.92,3.14,3.4,2
Lazio,Fiorentina,2025-02-20,2.77,3.01,1.71,1
Rangers,Aberdeen,2025-04-09,2.42,3.45,2.94,?
Manchester United,Manchester City,2025-04-12,2.95,3.31,1.85,?
Benfica,Portimonense,2025-03-24,2.14,2.93,2.79,?
Sevilla,Real Betis,2025-03-03,2.89,2.51,2.22,1
Maritimo,Boavista,2025-04-13,2.29,2.66,2.14,?
AC Milan,Napoli,2025-03-29,2.49,3.41,1.64,?
Benfica,Portimonense,2025-02-27,2.14,3.37,2.11,2
Real Sociedad,Athletic Bilbao,2025-03-11,1.78,2.78,1.98,1
Marseille,Nice,2025-04-02,2.53,3.05,3.02,?
Corinthians,Flamengo,2025-03-14,2.04,3.41,1.53,X
Real Sociedad,Athletic Bilbao,2025-03-16,2.51,2.99,2.92,2
Persebaya,Arema FC,2025-03-12,2.35,2.66,3.23,2
Rangers,Aberdeen,2025-03-03,2.44,2.72,2.84,X
Boca Juniors,River Plate,2025-02-21,3.29,2.52,3.15,X
Corinthians,Fluminense,2025-02-26,2.4,2.56,3.24,X
Santos,Gremio,2025-02-20,2.04,3.39,3.38,X
Roma,Napoli,2025-04-07,1.86,3.02,2.43,?
Sevilla,Real Betis,2025-04-08,2.01,2.91,2.87,?
Atlético Madrid,Sevilla,2025-03-23,3.0,3.13,1.56,?
RB Leipzig,Wolfsburg,2025-03-07,2.76,2.84,3.3,X
Lazio,Inter,2025-03-25,1.86,3.4,2.97,?
Bayern Munich,Borussia Dortmund,2025-04-16,1.82,3.36,1.76,?
Corinthians,Flamengo,2025-03-05,3.05,2.97,2.1,X
Fluminense,Sao Paulo,2025-04-02,3.33,3.27,1.9,?
Roma,Napoli,2025-04-07,2.97,2.69,2.0,?
Sassuolo,Empoli,2025-03-16,3.47,2.64,2.21,X
Villarreal,Real Betis,2025-03-19,2.58,3.27,1.51,?
Valencia,Villarreal,2025-04-12,2.16,3.18,1.95,?
Everton,Newcastle United,2025-04-12,2.15,2.6,2.46,?
Atlético Madrid,Sevilla,2025-02-28,3.27,3.09,2.29,2
AC Milan,Juventus,2025-04-10,2.85,3.26,3.07,?
Benfica,Portimonense,2025-04-03,1.54,3.4,2.02,?
São Paulo,Internacional,2025-02-18,3.23,3.4,3.11,X
Vélez Sarsfield,Boca Juniors,2025-04-11,2.86,3.45,3.3,?
Monza,Spezia,2025-03-26,2.9,3.35,1.69,?
Rangers,Aberdeen,2025-02-19,2.72,3.28,1.74,1
Lazio,Fiorentina,2025-03-07,3.04,3.23,3.16,1
Atlético Madrid,Sevilla,2025-03-04,2.14,3.34,3.22,X
Real Madrid,Valencia,2025-03-11,3.3,2.56,2.43,1
Roma,Napoli,2025-03-08,2.81,2.72,1.78,1
Everton,Newcastle United,2025-03-30,1.92,2.73,2.46,?
Palmeiras,Corinthians,2025-02-16,3.28,2.93,1.78,2
São Paulo,Internacional,2025-02-23,3.2,3.44,2.75,X
Monza,Spezia,2025-04-04,1.81,2.85,1.68,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-02-21,2.51,3.14,3.35,1
Everton,Newcastle United,2025-03-06,2.92,2.9,1.74,1
Napoli,Lazio,2025-03-22,3.23,3.12,2.11,?
Barcelona,Real Madrid,2025-03-05,2.96,3.28,1.96,X
Barcelona,Real Madrid,2025-03-17,2.32,3.33,2.49,2
Parma,Verona,2025-04-03,2.05,3.0,2.12,?
Bologna,Sampdoria,2025-03-06,2.39,2.9,3.13,1
Milan,Inter,2025-03-01,2.79,2.72,2.13,2
Lazio,Fiorentina,2025-02-26,2.26,2.52,2.55,X
Celtic,Rangers,2025-04-04,2.69,3.25,2.84,?
Marseille,Nice,2025-03-31,3.14,2.78,3.25,?
Lyon,Lille,2025-04-15,2.36,3.07,1.52,?
Bologna,Sampdoria,2025-03-14,2.61,3.44,2.16,2
Bayer Leverkusen,Bayern Munich,2025-03-26,3.08,3.12,1.82,?
Fluminense,Sao Paulo,2025-03-20,3.03,3.22,2.33,?
São Paulo,Internacional,2025-02-25,2.78,3.06,1.62,1
Manchester City,Chelsea,2025-03-29,2.64,3.2,1.97,?
Rangers,Aberdeen,2025-02-25,2.8,3.06,1.7,X
Fluminense,Sao Paulo,2025-03-06,1.95,2.51,2.79,X
Manchester City,Chelsea,2025-02-28,2.34,3.15,1.81,2
Torino,Cagliari,2025-03-17,2.04,3.02,2.12,X
Celtic,Rangers,2025-04-05,1.95,3.15,2.96,?
Everton,Newcastle United,2025-02-24,1.58,3.13,2.22,2
Maritimo,Boavista,2025-03-20,3.22,2.94,3.22,?
Hellas Verona,Torino,2025-03-26,2.65,2.58,2.21,?
Atlético Madrid,Sevilla,2025-03-26,2.32,2.97,1.65,?
Atlético Madrid,Sevilla,2025-04-05,2.95,2.76,2.18,?
Barcelona,Atletico Madrid,2025-03-04,1.93,3.01,1.83,2
FC Porto,Sporting CP,2025-03-17,2.57,2.55,3.32,X
Udinese,Salernitana,2025-02-24,2.56,2.68,2.03,2
Hellas Verona,Torino,2025-02-22,1.72,3.18,1.53,2
Real Madrid,Valencia,2025-03-05,1.68,3.42,1.74,1
Barcelona,Real Madrid,2025-03-20,3.03,3.17,1.94,?
Torino,Cagliari,2025-04-02,2.54,3.1,1.81,?
Lyon,Lille,2025-04-11,3.25,2.65,2.56,?
Monza,Spezia,2025-03-24,3.22,2.75,3.03,?
Parma,Verona,2025-03-20,2.78,3.42,2.02,?
FC Porto,Sporting CP,2025-04-05,2.73,3.42,1.77,?
Palmeiras,São Paulo,2025-03-22,1.92,2.76,2.3,?
Boca Juniors,River Plate,2025-04-05,2.9,2.71,2.48,?
Manchester City,Chelsea,2025-02-20,2.81,3.14,2.33,1
Real Sociedad,Athletic Bilbao,2025-03-14,2.2,3.16,2.99,X
